ENSG00000119401	ENSG00000160191
ENSG00000120860	ENSG00000132639
ENSG00000120860	ENSG00000187778
ENSG00000125753	ENSG00000130066
ENSG00000127328	ENSG00000167994
ENSG00000128050	ENSG00000129245
ENSG00000128050	ENSG00000196290
ENSG00000128050	ENSG00000275074
ENSG00000128951	ENSG00000175895
ENSG00000129084	ENSG00000132938
ENSG00000129084	ENSG00000182195
ENSG00000129084	ENSG00000265817
ENSG00000129245	ENSG00000150787
ENSG00000129245	ENSG00000151332
ENSG00000129245	ENSG00000170540
ENSG00000129245	ENSG00000239672
ENSG00000130066	ENSG00000143436
ENSG00000130066	ENSG00000153237
ENSG00000130066	ENSG00000170689
ENSG00000130066	ENSG00000196290
ENSG00000131626	ENSG00000151332
ENSG00000131721	ENSG00000183283
ENSG00000132661	ENSG00000147206
ENSG00000133818	ENSG00000174791
ENSG00000134202	ENSG00000134202
ENSG00000135482	ENSG00000183283
ENSG00000137822	ENSG00000139410
ENSG00000137822	ENSG00000143382
ENSG00000137822	ENSG00000183690
ENSG00000137822	ENSG00000204713
ENSG00000139546	ENSG00000275074
ENSG00000142459	ENSG00000275074
ENSG00000143006	ENSG00000167615
ENSG00000143006	ENSG00000172349
ENSG00000143006	ENSG00000196290
ENSG00000143382	ENSG00000144810
ENSG00000143382	ENSG00000165821
ENSG00000143382	ENSG00000240583
ENSG00000145945	ENSG00000182195
ENSG00000149089	ENSG00000149089
ENSG00000149089	ENSG00000196290
ENSG00000149089	ENSG00000275074
ENSG00000149474	ENSG00000151332
ENSG00000150787	ENSG00000156795
ENSG00000151247	ENSG00000184708
ENSG00000151332	ENSG00000151332
ENSG00000151332	ENSG00000169756
ENSG00000151332	ENSG00000175895
ENSG00000156795	ENSG00000165704
ENSG00000156795	ENSG00000173801
ENSG00000157500	ENSG00000175895
ENSG00000158246	ENSG00000183283
ENSG00000158526	ENSG00000197728
ENSG00000160752	ENSG00000184708
ENSG00000162517	ENSG00000183283
ENSG00000163875	ENSG00000175895
ENSG00000165626	ENSG00000175895
ENSG00000166946	ENSG00000177971
ENSG00000167615	ENSG00000168175
ENSG00000168062	ENSG00000183283
ENSG00000168137	ENSG00000182195
ENSG00000170860	ENSG00000181817
ENSG00000175213	ENSG00000182195
ENSG00000175895	ENSG00000182195
ENSG00000179562	ENSG00000187778
ENSG00000196290	ENSG00000239672
ENSG00000196290	ENSG00000265817
ENSG00000265817	ENSG00000265817
ENSG00000265817	ENSG00000275074
